station,validUTC,levelcode,pressure_mb,height_m,tmpc,dwpc,drct,speed_kts,bearing,range_sm
KOAK,2022-12-28 00:00:00,5,737.0,2592.0,-0.9,-10.9,M,M,M,M
KOAK,2022-12-28 00:00:00,5,732.0,2646.0,-0.7,-18.7,M,M,M,M
KOAK,2022-12-28 00:00:00,5,727.0,2701.0,-0.9,-18.9,M,M,M,M
KOAK,2022-12-28 00:00:00,6,723.2,2743.0,M,M,270.0,29,92.0,3.0
KOAK,2022-12-28 00:00:00,5,714.0,2844.0,-2.1,-22.1,M,M,M,M
KOAK,2022-12-28 00:00:00,5,703.0,2967.0,-1.7,-44.7,M,M,M,M
KOAK,2022-12-28 00:00:00,4,700.0,3005.0,-1.9,-43.9,280.0,40,93.0,3.0
KOAK,2022-12-28 00:00:00,6,669.9,3352.0,M,M,280.0,50,94.0,4.0
KOAK,2022-12-28 00:00:00,5,669.0,3363.0,-2.9,-41.9,M,M,M,M
KOAK,2022-12-28 00:00:00,5,652.0,3565.0,-4.7,-45.7,M,M,M,M
KOAK,2022-12-28 00:00:00,6,644.4,3657.0,M,M,285.0,52,95.0,5.0
KOAK,2022-12-28 00:00:00,5,635.0,3772.0,-4.9,-40.9,M,M,M,M
KOAK,2022-12-28 00:00:00,5,633.0,3797.0,-4.9,-39.9,M,M,M,M
KOAK,2022-12-28 00:00:00,6,595.7,4267.0,M,M,290.0,49,98.0,7.0
KOAK,2022-12-28 00:00:00,5,578.0,4501.0,-10.9,-34.9,M,M,M,M
KOAK,2022-12-28 00:00:00,6,572.7,4572.0,M,M,290.0,53,99.0,7.0
KOAK,2022-12-28 00:00:00,5,561.0,4729.0,-12.7,-20.7,M,M,M,M
KOAK,2022-12-28 00:00:00,5,558.0,4770.0,-13.1,-21.1,M,M,M,M
KOAK,2022-12-28 00:00:00,5,551.0,4866.0,-13.7,-19.7,M,M,M,M
KOAK,2022-12-28 00:00:00,6,550.3,4876.0,M,M,290.0,53,100.0,8.0
KOAK,2022-12-28 00:00:00,5,547.0,4921.0,-13.3,-16.1,M,M,M,M
KOAK,2022-12-28 00:00:00,5,542.0,4991.0,-13.1,-15.5,M,M,M,M
KOAK,2022-12-28 00:00:00,5,537.0,5061.0,-12.7,-15.1,M,M,M,M
KOAK,2022-12-28 00:00:00,6,528.6,5181.0,M,M,280.0,69,101.0,9.0
KOAK,2022-12-28 00:00:00,5,509.0,5467.0,-14.5,-18.1,M,M,M,M
KOAK,2022-12-28 00:00:00,4,500.0,5610.0,-15.3,-18.7,275.0,74,100.0,11.0
KOAK,2022-12-28 00:00:00,5,496.0,5670.0,-15.5,-18.4,M,M,M,M
KOAK,2022-12-28 00:00:00,5,480.0,5916.0,-16.3,-16.3,M,M,M,M
KOAK,2022-12-28 00:00:00,5,478.0,5947.0,-16.1,-16.4,M,M,M,M
KOAK,2022-12-28 00:00:00,5,469.0,6089.0,-17.3,-17.3,M,M,M,M
KOAK,2022-12-28 00:00:00,6,468.6,6096.0,M,M,260.0,79,98.0,13.0
KOAK,2022-12-28 00:00:00,6,449.7,6400.0,M,M,260.0,84,96.0,14.0
KOAK,2022-12-28 00:00:00,5,425.0,6818.0,-22.5,-22.9,M,M,M,M
KOAK,2022-12-28 00:00:00,5,423.0,6852.0,-22.9,-23.7,M,M,M,M
KOAK,2022-12-28 00:00:00,5,422.0,6869.0,-22.7,-25.7,M,M,M,M
KOAK,2022-12-28 00:00:00,5,401.0,7240.0,-25.5,-27.0,M,M,M,M
KOAK,2022-12-28 00:00:00,4,400.0,7260.0,-25.7,-27.8,255.0,87,92.0,18.0
KOAK,2022-12-28 00:00:00,5,393.0,7387.0,-26.7,-27.5,M,M,M,M
KOAK,2022-12-28 00:00:00,5,390.0,7442.0,-27.3,-28.7,M,M,M,M
KOAK,2022-12-28 00:00:00,6,380.4,7620.0,M,M,260.0,90,91.0,20.0
KOAK,2022-12-28 00:00:00,5,370.0,7817.0,-30.5,-30.9,M,M,M,M
KOAK,2022-12-28 00:00:00,5,365.0,7913.0,-31.3,-32.6,M,M,M,M
KOAK,2022-12-28 00:00:00,5,359.0,8030.0,-32.3,-32.8,M,M,M,M
KOAK,2022-12-28 00:00:00,5,354.0,8129.0,-32.9,-34.2,M,M,M,M
KOAK,2022-12-28 00:00:00,5,352.0,8169.0,-33.1,-33.8,M,M,M,M
KOAK,2022-12-28 00:00:00,5,348.0,8249.0,-33.9,-34.6,M,M,M,M
KOAK,2022-12-28 00:00:00,5,346.0,8289.0,-34.3,-36.3,M,M,M,M
KOAK,2022-12-28 00:00:00,5,345.0,8309.0,-34.7,-35.7,M,M,M,M
KOAK,2022-12-28 00:00:00,5,342.0,8370.0,-35.1,-37.9,M,M,M,M
KOAK,2022-12-28 00:00:00,5,340.0,8411.0,-35.5,-37.7,M,M,M,M
KOAK,2022-12-28 00:00:00,5,331.0,8596.0,-37.3,-40.1,M,M,M,M
KOAK,2022-12-28 00:00:00,5,329.0,8638.0,-37.5,-41.5,M,M,M,M
KOAK,2022-12-28 00:00:00,6,319.5,8839.0,M,M,265.0,103,88.0,26.0
KOAK,2022-12-28 00:00:00,5,315.0,8935.0,-40.3,-43.1,M,M,M,M
KOAK,2022-12-28 00:00:00,5,311.0,9022.0,-41.1,-45.0,M,M,M,M
KOAK,2022-12-28 00:00:00,6,305.4,9144.0,M,M,260.0,102,88.0,28.0
KOAK,2022-12-28 00:00:00,5,304.0,9176.0,-42.5,-44.8,M,M,M,M
KOAK,2022-12-28 00:00:00,5,302.0,9220.0,-43.1,-45.8,M,M,M,M
KOAK,2022-12-28 00:00:00,5,301.0,9242.0,-43.3,-46.4,M,M,M,M
KOAK,2022-12-28 00:00:00,4,300.0,9270.0,-43.3,-47.6,260.0,100,88.0,29.0
KOAK,2022-12-28 00:00:00,5,299.0,9292.0,-43.5,-49.5,M,M,M,M
KOAK,2022-12-28 00:00:00,5,297.0,9337.0,-43.5,-51.5,M,M,M,M
KOAK,2022-12-28 00:00:00,5,291.0,9474.0,-43.7,-60.7,M,M,M,M
KOAK,2022-12-28 00:00:00,5,289.0,9520.0,-43.7,-61.7,M,M,M,M
KOAK,2022-12-28 00:00:00,5,282.0,9684.0,-44.9,-58.9,M,M,M,M
KOAK,2022-12-28 00:00:00,6,279.1,9753.0,M,M,255.0,107,87.0,32.0
KOAK,2022-12-28 00:00:00,5,268.0,10023.0,-46.1,-65.1,M,M,M,M
KOAK,2022-12-28 00:00:00,4,250.0,10490.0,-48.9,-66.9,255.0,104,85.0,36.0
KOAK,2022-12-28 00:00:00,5,233.0,10948.0,-51.9,-68.9,M,M,M,M
KOAK,2022-12-28 00:00:00,6,211.1,11582.0,M,M,255.0,100,84.0,42.0
KOAK,2022-12-28 00:00:00,4,200.0,11930.0,-53.3,-72.3,265.0,98,84.0,44.0
KOAK,2022-12-28 00:00:00,5,188.0,12328.0,-52.7,-72.7,M,M,M,M
KOAK,2022-12-28 00:00:00,6,174.7,12801.0,M,M,275.0,98,84.0,49.0
KOAK,2022-12-28 00:00:00,6,158.9,13411.0,M,M,285.0,85,85.0,52.0
KOAK,2022-12-28 00:00:00,4,150.0,13780.0,-53.5,-74.5,280.0,72,86.0,53.0
KOAK,2022-12-28 00:00:00,5,145.0,13998.0,-53.3,-74.3,M,M,M,M
KOAK,2022-12-28 00:00:00,6,118.9,15240.0,M,M,275.0,68,87.0,59.0
KOAK,2022-12-28 00:00:00,6,107.8,15849.0,M,M,280.0,48,87.0,61.0
KOAK,2022-12-28 00:00:00,4,100.0,16320.0,-65.1,-82.1,285.0,57,87.0,62.0
KOAK,2022-12-28 00:00:00,6,97.7,16459.0,M,M,285.0,57,87.0,62.0
KOAK,2022-12-28 00:00:00,5,87.3,17142.0,-66.7,-83.7,M,M,M,M
KOAK,2022-12-28 00:00:00,6,84.0,17373.0,M,M,315.0,52,89.0,65.0
KOAK,2022-12-28 00:00:00,5,80.3,17642.0,-69.9,-84.9,M,M,M,M
KOAK,2022-12-28 00:00:00,5,77.9,17823.0,-68.7,-84.7,M,M,M,M
KOAK,2022-12-28 00:00:00,5,74.2,18112.0,-71.1,-86.1,M,M,M,M
KOAK,2022-12-28 00:00:00,5,72.8,18226.0,-70.1,-85.1,M,M,M,M
KOAK,2022-12-28 00:00:00,6,72.0,18288.0,M,M,285.0,40,89.0,67.0
KOAK,2022-12-28 00:00:00,4,70.0,18460.0,-71.5,-86.5,295.0,44,90.0,67.0
KOAK,2022-12-28 00:00:00,5,69.2,18528.0,-71.5,-86.5,M,M,M,M
KOAK,2022-12-28 00:00:00,6,68.5,18592.0,M,M,290.0,44,90.0,68.0
KOAK,2022-12-28 00:00:00,6,65.0,18897.0,M,M,305.0,35,90.0,68.0
KOAK,2022-12-28 00:00:00,5,63.0,19081.0,-71.4,-86.4,M,M,M,M
KOAK,2022-12-28 00:00:00,6,61.7,19202.0,M,M,280.0,28,90.0,69.0
KOAK,2022-12-28 00:00:00,5,60.6,19311.0,-69.1,-86.1,M,M,M,M
KOAK,2022-12-28 00:00:00,5,56.9,19687.0,-68.3,-85.3,M,M,M,M
KOAK,2022-12-28 00:00:00,6,55.7,19812.0,M,M,295.0,35,90.0,70.0
KOAK,2022-12-28 00:00:00,5,53.7,20032.0,-69.7,-86.7,M,M,M,M
KOAK,2022-12-28 00:00:00,6,53.0,20116.0,M,M,300.0,29,91.0,70.0
KOAK,2022-12-28 00:00:00,4,50.0,20470.0,-65.9,-85.9,290.0,32,91.0,71.0
KOAK,2022-12-28 00:00:00,5,48.9,20605.0,-64.5,-85.5,M,M,M,M
KOAK,2022-12-28 00:00:00,6,47.9,20726.0,M,M,285.0,33,91.0,71.0
KOAK,2022-12-28 00:00:00,5,47.9,20732.0,-61.1,-83.1,M,M,M,M
KOAK,2022-12-28 00:00:00,5,46.4,20930.0,-59.5,-82.5,M,M,M,M
KOAK,2022-12-28 00:00:00,6,43.4,21336.0,M,M,285.0,16,91.0,72.0
KOAK,2022-12-28 00:00:00,6,41.4,21640.0,M,M,285.0,10,91.0,72.0
KOAK,2022-12-28 00:00:00,5,41.1,21678.0,-64.5,-85.5,M,M,M,M
KOAK,2022-12-28 00:00:00,5,40.0,21844.0,-63.9,-85.9,M,M,M,M
KOAK,2022-12-28 00:00:00,5,39.1,21984.0,-60.1,-84.1,M,M,M,M
KOAK,2022-12-28 00:00:00,5,37.5,22243.0,-61.5,-84.5,M,M,M,M
KOAK,2022-12-28 00:00:00,6,37.5,22250.0,M,M,285.0,28,91.0,73.0
KOAK,2022-12-28 00:00:00,5,36.1,22479.0,-59.9,-83.9,M,M,M,M
KOAK,2022-12-28 00:00:00,6,35.7,22555.0,M,M,275.0,32,91.0,73.0
KOAK,2022-12-28 00:00:00,6,34.0,22860.0,M,M,295.0,45,91.0,74.0
KOAK,2022-12-28 00:00:00,5,30.6,23513.0,-58.1,-84.1,M,M,M,M
KOAK,2022-12-28 00:00:00,4,30.0,23640.0,-59.1,-84.1,295.0,32,92.0,75.0
KOAK,2022-12-28 00:00:00,6,29.4,23774.0,M,M,310.0,29,92.0,76.0
KOAK,2022-12-28 00:00:00,5,28.3,24004.0,-60.1,-85.1,M,M,M,M
KOAK,2022-12-28 00:00:00,6,26.6,24384.0,M,M,295.0,32,92.0,77.0
KOAK,2022-12-28 00:00:00,5,26.2,24485.0,-58.5,-85.5,M,M,M,M
KOAK,2022-12-28 00:00:00,5,24.4,24935.0,-54.9,-83.9,M,M,M,M
KOAK,2022-12-28 00:00:00,6,24.2,24993.0,M,M,300.0,37,93.0,78.0
KOAK,2022-12-28 00:00:00,5,23.7,25120.0,-55.7,-84.7,M,M,M,M
KOAK,2022-12-28 00:00:00,6,21.0,25908.0,M,M,270.0,25,93.0,79.0
KOAK,2022-12-28 00:00:00,5,20.8,25956.0,-52.1,-84.1,M,M,M,M
KOAK,2022-12-28 00:00:00,4,20.0,26220.0,-52.3,-84.3,270.0,31,93.0,80.0
KOAK,2022-12-28 00:00:00,5,19.1,26517.0,-52.9,-84.9,M,M,M,M
KOAK,2022-12-28 00:00:00,6,18.2,26822.0,M,M,255.0,37,93.0,81.0
KOAK,2022-12-28 00:00:00,6,17.4,27127.0,M,M,270.0,38,93.0,81.0
KOAK,2022-12-28 00:00:00,6,16.6,27432.0,M,M,265.0,47,93.0,82.0
KOAK,2022-12-28 00:00:00,5,16.1,27628.0,-47.9,-82.9,M,M,M,M
KOAK,2022-12-28 00:00:00,6,15.8,27736.0,M,M,270.0,53,93.0,83.0
KOAK,2022-12-28 00:00:00,5,15.2,28005.0,-49.1,-83.1,M,M,M,M
KOAK,2022-12-28 00:00:00,5,13.8,28637.0,-48.9,-82.9,M,M,M,M
KOAK,2022-12-28 00:00:00,5,13.3,28880.0,-45.9,-81.9,M,M,M,M
KOAK,2022-12-28 00:00:00,5,13.0,29031.0,-46.1,-82.1,M,M,M,M
KOAK,2022-12-28 00:00:00,5,12.5,29293.0,-41.9,-80.9,M,M,M,M
KOAK,2022-12-28 00:00:00,5,12.3,29402.0,-42.1,-80.1,M,M,M,M
KOAK,2022-12-28 00:00:00,5,11.7,29741.0,-39.3,-79.3,M,M,M,M
KOAK,2022-12-28 00:00:00,5,11.4,29918.0,-39.9,-79.9,M,M,M,M
KOAK,2022-12-28 00:00:00,5,10.8,30287.0,-39.1,-79.1,M,M,M,M
KOAK,2022-12-28 00:00:00,5,10.6,30415.0,-37.1,-79.1,M,M,M,M
KOAK,2022-12-28 00:00:00,6,10.5,30486.0,M,M,275.0,83,93.0,94.0
KOAK,2022-12-28 00:00:00,6,10.1,30790.0,M,M,280.0,89,93.0,95.0
KOAK,2022-12-28 00:00:00,4,10.0,30830.0,-37.5,-78.5,280.0,86,93.0,95.0
KOAK,2022-12-28 00:00:00,5,8.3,32107.0,-39.5,-79.5,M,M,M,M
KOAK,2022-12-28 00:00:00,6,8.1,32314.0,M,M,275.0,83,93.0,102.0
KOAK,2022-12-28 00:00:00,5,8.0,32359.0,-38.1,-79.1,M,M,M,M
KOAK,2022-12-28 00:00:00,5,7.5,32800.0,-40.3,-80.3,M,M,M,M
KOAK,2022-12-28 00:00:00,6,7.4,32924.0,M,M,260.0,84,93.0,105.0
KOAK,2022-12-28 00:00:00,5,7.2,33079.0,-37.1,-79.1,M,M,M,M
KOAK,2022-12-28 00:00:00,5,6.2,34107.0,-38.3,-79.3,M,M,M,M
